,borough,neighborhood,building class category,tax class at present,block,lot,ease-ment,building class at present,address,apartment number,zip code,residential units,commercial units,total units,land square feet,gross square feet,year built,tax class at time of sale,building class at time of sale,sale price,sale date,gross square feet log,sale price log
11011,3,EAST NEW YORK            ,02  TWO FAMILY HOMES                        ,1,4306,76, ,B2,713 HENDRIX STREET                       ,            ,11207,2,0,2,2975,2160,1920,1,B2,260000,2012-12-10,7.67786350067821,12.468436909997665
11012,3,EAST NEW YORK            ,02  TWO FAMILY HOMES                        ,1,4308,38, ,B2,699 SCHENCK AVENUE                       ,            ,11207,2,0,2,2000,1428,1920,1,B2,170000,2013-07-26,7.2640301428995295,12.043553716032399
11017,3,EAST NEW YORK            ,02  TWO FAMILY HOMES                        ,1,4311,29, ,B1,696 ASHFORD STREET                       ,            ,11207,2,0,2,2383,1960,1930,1,B1,312000,2012-11-14,7.580699752224563,12.65075846679162
11019,3,EAST NEW YORK            ,02  TWO FAMILY HOMES                        ,1,4311,67, ,B1,725 WARWICK STREET                       ,            ,11207,2,0,2,2000,2000,1970,1,B1,120600,2013-03-19,7.600902459542082,11.700234563275222
11022,3,EAST NEW YORK            ,02  TWO FAMILY HOMES                        ,1,4315,64, ,B1,775 LINWOOD STREET                       ,            ,11208,2,0,2,2000,1530,1920,1,B1,360000,2013-01-25,7.333023014386481,12.793859310432293
11023,3,EAST NEW YORK            ,02  TWO FAMILY HOMES                        ,1,4316,39, ,B1,742 SHEPHERD AVE                         ,            ,11208,2,0,2,2000,1560,1910,1,B1,430000,2012-08-30,7.352441100243583,12.971540487669746
11024,3,EAST NEW YORK            ,02  TWO FAMILY HOMES                        ,1,4316,60, ,B2,705 ESSEX STREET                         ,            ,11208,2,0,2,2500,1638,1925,1,B2,152000,2012-11-26,7.401231264413015,11.931635799828413
11025,3,EAST NEW YORK            ,02  TWO FAMILY HOMES                        ,1,4319,14, ,B2,726 ALABAMA AVENUE                       ,            ,11207,2,0,2,2400,2320,1925,1,B2,463000,2012-08-15,7.749322464660356,13.045482333068371
11026,3,EAST NEW YORK            ,02  TWO FAMILY HOMES                        ,1,4320,11, ,B3,728 GEORGIA AVENUE                       ,            ,11207,2,0,2,2000,1560,1920,1,B3,130000,2013-03-13,7.352441100243583,11.77528972943772
11027,3,EAST NEW YORK            ,02  TWO FAMILY HOMES                        ,1,4320,11, ,B3,728 GEORGIA AVENUE                       ,            ,11207,2,0,2,2000,1560,1920,1,B3,20000,2012-11-27,7.352441100243583,9.903487552536127
11028,3,EAST NEW YORK            ,02  TWO FAMILY HOMES                        ,1,4320,13, ,B3,734 GEORGIA AVENUE                       ,            ,11207,2,0,2,2000,1560,1920,1,B3,205000,2013-07-11,7.352441100243583,12.230765258120545
11031,3,EAST NEW YORK            ,02  TWO FAMILY HOMES                        ,1,4323,7, ,B3,782 NEW JERSEY AVENUE                    ,            ,11207,2,0,2,1948,1722,1920,1,B3,163000,2012-11-15,7.451241684987676,12.0015054797889
11032,3,EAST NEW YORK            ,02  TWO FAMILY HOMES                        ,1,4323,8, ,B3,784 NEW JERSEY AVENUE                    ,            ,11207,2,0,2,1876,1444,1920,1,B3,163300,2013-03-11,7.275172319452771,12.003344278958556
11033,3,EAST NEW YORK            ,02  TWO FAMILY HOMES                        ,1,4323,28, ,B3,832 NEW JERSEY AVE                       ,            ,11207,2,0,2,1876,1444,1920,1,B3,439000,2013-05-20,7.275172319452771,12.992254692057308
11034,3,EAST NEW YORK            ,02  TWO FAMILY HOMES                        ,1,4323,28, ,B3,832 NEW JERSEY AVE                       ,            ,11207,2,0,2,1876,1444,1920,1,B3,200000,2012-12-13,7.275172319452771,12.206072645530174
11035,3,EAST NEW YORK            ,02  TWO FAMILY HOMES                        ,1,4329,22, ,B1,808 HENDRIX STREET                       ,            ,11207,2,0,2,2020,2920,2003,1,B1,460000,2012-08-24,7.979338895262328,13.038981768465277
11036,3,EAST NEW YORK            ,02  TWO FAMILY HOMES                        ,1,4332,14, ,B1,714 JEROME STREET                        ,            ,11207,2,0,2,2033,2250,1960,1,B1,320000,2013-05-17,7.718685495198466,12.676076274775909
11037,3,EAST NEW YORK            ,02  TWO FAMILY HOMES                        ,1,4332,51, ,B1,817 BARBEY STREET                        ,            ,11207,2,0,2,4000,1800,1920,1,B1,330000,2013-02-08,7.495541943884256,12.706847933442663
11039,3,EAST NEW YORK            ,02  TWO FAMILY HOMES                        ,1,4339,50, ,B3,775 ESSEX STREET                         ,            ,11208,2,0,2,4000,1352,1910,1,B3,135000,2013-03-28,7.20934025660291,11.813030057420567
11041,3,EAST NEW YORK            ,02  TWO FAMILY HOMES                        ,1,4359,46, ,B1,841 ASHFORD STREET                       ,            ,11207,2,0,2,2000,2475,1970,1,B1,355000,2013-06-21,7.813995675002791,12.779873068457553
11042,3,EAST NEW YORK            ,02  TWO FAMILY HOMES                        ,1,4360,53, ,B1,911 CLEVELAND STREET                     ,            ,11208,2,0,2,2000,2640,1970,1,B1,392500,2013-03-11,7.878534196140362,12.8802918162046
11043,3,EAST NEW YORK            ,02  TWO FAMILY HOMES                        ,1,4382,45, ,B3,995 CLEVELAND STREET                     ,            ,11208,2,0,2,4000,2536,1930,1,B3,354900,2012-10-26,7.8383433155571165,12.779591338634587
11045,3,EAST NEW YORK            ,02  TWO FAMILY HOMES                        ,1,4402,22, ,B9,964 ASHFORD STREET                       ,            ,11207,2,0,2,2550,2592,1960,1,B9,225000,2013-07-17,7.860185057472165,12.323855681186558
11047,3,EAST NEW YORK            ,02  TWO FAMILY HOMES                        ,1,4403,2, ,B9,412 WORTMAN AVENUE                       ,            ,11207,2,0,2,1791,1944,1960,1,B9,345000,2012-10-16,7.572502985020384,12.751299696013497
11048,3,EAST NEW YORK            ,02  TWO FAMILY HOMES                        ,1,4403,37, ,B9,979 ASHFORD STREET                       ,            ,11207,2,0,2,1800,1944,1960,1,B9,435000,2013-04-05,7.572502985020384,12.983101310070822
11049,3,EAST NEW YORK            ,02  TWO FAMILY HOMES                        ,1,4403,51, ,B9,949 ASHFORD STREET                       ,            ,11207,2,0,2,1800,1944,1960,1,B9,210000,2013-01-25,7.572502985020384,12.254862809699606
11050,3,EAST NEW YORK            ,02  TWO FAMILY HOMES                        ,1,4403,53, ,B9,945 ASHFORD STREET                       ,            ,11207,2,0,2,1800,1944,1960,1,B9,452000,2012-09-28,7.572502985020384,13.021437458814368
11055,3,EAST NEW YORK            ,02  TWO FAMILY HOMES                        ,1,4458,63, ,B3,713 LOGAN STREET                         ,            ,11208,2,0,2,2000,1280,1920,1,B3,145000,2013-06-07,7.154615356913663,11.884489021402711
11057,3,EAST NEW YORK            ,02  TWO FAMILY HOMES                        ,1,4464,21, ,B2,780 AUTUMN AVENUE                        ,            ,11208,2,0,2,2000,1440,1935,1,B2,180533,2013-04-12,7.272398392570047,12.103668865529295
11060,3,EAST NEW YORK            ,02  TWO FAMILY HOMES                        ,1,4465,46, ,B1,785 AUTUMN AVENUE                        ,            ,11208,2,0,2,2000,2000,1950,1,B1,315000,2013-07-12,7.600902459542082,12.66032791780777
11062,3,EAST NEW YORK            ,02  TWO FAMILY HOMES                        ,1,4472,25, ,B1,2835 LINDEN BOULEVARD                    ,            ,11208,2,0,2,2000,2080,2009,1,B1,473290,2012-11-16,7.640123172695364,13.067463587422667
11063,3,EAST NEW YORK            ,02  TWO FAMILY HOMES                        ,1,4479,14, ,B2,500 MILFORD ST                           ,            ,11208,2,0,2,4000,4455,2004,1,B2,310000,2012-10-25,8.40178233990491,12.644327576461329
11064,3,EAST NEW YORK            ,02  TWO FAMILY HOMES                        ,1,4481,44, ,B2,799 LOGAN STREET                         ,            ,11208,2,0,2,1600,1680,1910,1,B2,432321,2013-06-20,7.426549072397305,12.976923646852702
11065,3,EAST NEW YORK            ,02  TWO FAMILY HOMES                        ,1,4481,46, ,B2,795 LOGAN STREET                         ,            ,11208,2,0,2,1600,1848,1910,1,B2,220000,2012-12-26,7.521859252201629,12.301382825334498
11066,3,EAST NEW YORK            ,02  TWO FAMILY HOMES                        ,1,4485,45, ,B2,699 PINE STREET                          ,            ,11208,2,0,2,2950,2750,1965,1,B2,408100,2013-02-25,7.919356190660617,12.919267521393897
11069,3,EAST NEW YORK            ,02  TWO FAMILY HOMES                        ,1,4506,16, ,B3,774 PINE STREET                          ,            ,11208,2,0,2,2580,2538,1925,1,B3,425000,2012-09-28,7.839131648274333,12.959844447906553
11070,3,EAST NEW YORK            ,02  TWO FAMILY HOMES                        ,1,4507,10, ,B2,852 CRESCENT STREET                      ,            ,11208,2,0,2,2983,3000,1965,1,B2,425000,2013-06-27,8.006367567650246,12.959844447906553
11071,3,EAST NEW YORK            ,02  TWO FAMILY HOMES                        ,1,4528,43, ,B2,857 PINE STREET                          ,            ,11208,2,0,2,3000,2945,1965,1,B2,390000,2013-06-28,7.987864096085687,12.873902018105829
11072,3,EAST NEW YORK            ,02  TWO FAMILY HOMES                        ,1,4529,22, ,B3,968 HEMLOCK STREET                       ,            ,11208,2,0,2,3000,2120,1930,1,B3,336340,2013-01-08,7.659171367666058,12.72587783207674
11073,3,EAST NEW YORK            ,02  TWO FAMILY HOMES                        ,1,4529,118, ,B1,966 HEMLOCK STREET                       ,            ,11208,2,0,2,2600,2537,2005,1,B1,195000,2012-12-20,7.838737559599282,12.180754837545884
11075,3,EAST NEW YORK            ,02  TWO FAMILY HOMES                        ,1,4546,52, ,B2,693 FOUNTAIN AVENUE                      ,            ,11208,2,0,2,4710,2802,2005,1,B2,3278,2013-04-04,7.938088726896952,8.094988759303774
11078,3,EAST NEW YORK            ,03  THREE FAMILY HOMES                      ,1,3688,30, ,C0,198 VERMONT STREET                       ,            ,11207,3,0,3,1667,1824,1910,1,C0,410000,2013-02-22,7.508787170634276,12.92391243868049
11079,3,EAST NEW YORK            ,03  THREE FAMILY HOMES                      ,1,3690,29, ,C0,445 LIBERTY AVENUE                       ,            ,11207,3,0,3,1500,2400,1901,1,C0,180000,2012-09-20,7.783224016336037,12.100712129872347
11080,3,EAST NEW YORK            ,03  THREE FAMILY HOMES                      ,1,3720,29, ,C0,212 PENNSYLVANIA AVENUE                  ,            ,11207,3,0,3,1667,1920,1901,1,C0,347490,2013-06-11,7.560080465021827,12.758491166594501
11081,3,EAST NEW YORK            ,03  THREE FAMILY HOMES                      ,1,3741,1, ,C0,457 BELMONT AVENUE                       ,            ,11207,3,0,3,1380,3273,2002,1,C0,558480,2013-04-24,8.09346227450118,13.232974086644283
11082,3,EAST NEW YORK            ,03  THREE FAMILY HOMES                      ,1,3741,34, ,C0,302 BRADFORD STREET                      ,            ,11207,3,0,3,2000,2700,1930,1,C0,210000,2012-12-27,7.90100705199242,12.254862809699606
11083,3,EAST NEW YORK            ,03  THREE FAMILY HOMES                      ,1,3756,38, ,C0,392 VERMONT ST                           ,            ,11207,3,0,3,2000,2910,1910,1,C0,270000,2012-12-27,7.975908360165538,12.506177237980511
11084,3,EAST NEW YORK            ,03  THREE FAMILY HOMES                      ,1,3756,39, ,C0,394 VERMONT STREET                       ,            ,11207,3,0,3,2000,2910,1910,1,C0,188000,2013-04-04,7.975908360165538,12.144197241812087
11085,3,EAST NEW YORK            ,03  THREE FAMILY HOMES                      ,1,3772,15, ,C0,353 PENNSYLVANIA AVE                     ,            ,11207,3,0,3,2000,2700,1901,1,C0,477000,2013-03-21,7.90100705199242,13.075271769870477
11087,3,EAST NEW YORK            ,03  THREE FAMILY HOMES                      ,1,3772,17, ,C0,349 PENNSYLVANIA AVENUE                  ,            ,11207,3,0,3,2000,2700,1901,1,C0,470000,2013-05-29,7.90100705199242,13.060487973686241
11088,3,EAST NEW YORK            ,03  THREE FAMILY HOMES                      ,1,3776,21, ,C0,381 BRADFORD STREET                      ,            ,11207,3,0,3,2000,3760,1910,1,C0,449000,2012-12-17,8.23217423638394,13.01477816672439
11090,3,EAST NEW YORK            ,03  THREE FAMILY HOMES                      ,1,3789,45, ,C0,500 NEW JERSEY AVENUE                    ,            ,11207,3,0,3,2000,3000,1901,1,C0,436000,2012-09-28,8.006367567650246,12.985397522331171
11091,3,EAST NEW YORK            ,03  THREE FAMILY HOMES                      ,1,3791,36, ,C0,448 WYONA STREET                         ,            ,11207,3,0,3,2000,3000,1901,1,C0,325000,2013-03-26,8.006367567650246,12.691580461311874
11092,3,EAST NEW YORK            ,03  THREE FAMILY HOMES                      ,1,3791,40, ,C0,456 WYONA STREET                         ,            ,11207,3,0,3,2000,3000,1901,1,C0,500000,2012-08-01,8.006367567650246,13.122363377404328
11094,3,EAST NEW YORK            ,03  THREE FAMILY HOMES                      ,1,3806,70, ,C0,582 NEW JERSEY AVENUE                    ,            ,11207,3,0,3,1200,3200,2004,1,C0,20000,2013-06-04,8.070906088787819,9.903487552536127
11096,3,EAST NEW YORK            ,03  THREE FAMILY HOMES                      ,1,3807,24, ,C0,527 NEW JERSEY AVENUE                    ,            ,11207,3,0,3,2000,3000,1901,1,C0,205000,2012-10-02,8.006367567650246,12.230765258120545
11098,3,EAST NEW YORK            ,03  THREE FAMILY HOMES                      ,1,3810,33, ,C0,570 MILLER AVENUE                        ,            ,11207,3,0,3,2500,3620,1910,1,C0,520000,2013-05-23,8.194229304819817,13.16158409055761
11099,3,EAST NEW YORK            ,03  THREE FAMILY HOMES                      ,1,3810,33, ,C0,570 MILLER AVENUE                        ,            ,11207,3,0,3,2500,3620,1910,1,C0,200000,2012-11-30,8.194229304819817,12.206072645530174
11101,3,EAST NEW YORK            ,03  THREE FAMILY HOMES                      ,1,3833,32, ,C0,524 SNEDIKER                             ,            ,11207,3,0,3,2308,3588,2005,1,C0,380000,2012-09-27,8.185350223178686,12.84792653170257
11102,3,EAST NEW YORK            ,03  THREE FAMILY HOMES                      ,1,3834,11, ,C0,527 SNEDIKER AVENUE                      ,            ,11207,3,0,3,2500,3900,2005,1,C0,20000,2013-02-05,8.268731832117737,9.903487552536127
11103,3,EAST NEW YORK            ,03  THREE FAMILY HOMES                      ,1,3834,11, ,C0,527 SNEDIKER AVENUE                      ,            ,11207,3,0,3,2500,3900,2005,1,C0,20000,2012-10-01,8.268731832117737,9.903487552536127
11104,3,EAST NEW YORK            ,03  THREE FAMILY HOMES                      ,1,3837,10, ,C0,573 ALABAMA AVENUE                       ,            ,11207,3,0,3,2433,2320,1910,1,C0,265000,2013-03-28,7.749322464660356,12.487485104968359
11106,3,EAST NEW YORK            ,03  THREE FAMILY HOMES                      ,1,3874,54, ,C0,351 DE WITT AVENUE                       ,            ,11207,3,0,3,1990,2895,2007,1,C0,150000,2013-04-01,7.970740390007095,11.918390573078392
11107,3,EAST NEW YORK            ,03  THREE FAMILY HOMES                      ,1,3967,10, ,C0,283 WARWICK STREET                       ,            ,11207,3,0,3,2250,2736,1901,1,C0,425000,2013-01-24,7.914252278742441,12.959844447906553
11109,3,EAST NEW YORK            ,03  THREE FAMILY HOMES                      ,1,3976,62, ,C0,74 MILFORD STREET                        ,            ,11208,3,0,3,1875,2124,1910,1,C0,329000,2012-10-05,7.66105638236183,12.70381302974751
11110,3,EAST NEW YORK            ,03  THREE FAMILY HOMES                      ,1,3982,31, ,C0,643 GLENMORE AVENUE                      ,            ,11207,3,0,3,2500,3000,1910,1,C0,150000,2012-12-14,8.006367567650246,11.918390573078392
11113,3,EAST NEW YORK            ,03  THREE FAMILY HOMES                      ,1,3989,33, ,C0,801 GLENMORE AVENUE                      ,            ,11208,3,0,3,1636,2064,1920,1,C0,208000,2013-07-26,7.6324011266014535,12.245293358683455
11115,3,EAST NEW YORK            ,03  THREE FAMILY HOMES                      ,1,3999,13, ,C0,664 GLENMORE AVENUE                      ,            ,11207,3,0,3,2236,2787,2005,1,C0,500000,2013-07-02,7.932721027481948,13.122363377404328
11116,3,EAST NEW YORK            ,03  THREE FAMILY HOMES                      ,1,3999,13, ,C0,664 GLENMORE AVENUE                      ,            ,11207,3,0,3,2236,2787,2005,1,C0,230000,2013-03-28,7.932721027481948,12.345834587905333
11117,3,EAST NEW YORK            ,03  THREE FAMILY HOMES                      ,1,3999,15, ,C0,666 GLENMORE AVENUE                      ,            ,11207,3,0,3,2264,2787,2005,1,C0,221000,2013-03-28,7.932721027481948,12.30591798049989
11118,3,EAST NEW YORK            ,03  THREE FAMILY HOMES                      ,1,3999,33, ,C0,2355 PITKIN AVENUE                       ,            ,11207,3,0,3,2200,3339,2004,1,C0,330000,2012-10-22,8.113426639943654,12.706847933442663
